family,rclass,n,pos_disc,pos_val,pos_oos,med_pf,med_sharpe,med_expo,min_share,accepted
C<prev_mvwap,short_term,456,0.20394736842105263,0.5460526315789473,0.9758771929824561,1.5910796213099427,0.5100398326672653,0.1496655518394649,0.20394736842105263,False
ConnorsRSI<#,LT_bull,1710,0.6368421052631579,0.20175438596491227,0.7771929824561403,1.259082652530776,0.24995918032558287,0.09155518394648829,0.20175438596491227,False
C<qvwap#sd,LT_bull,1710,0.5356725146198831,0.19649122807017544,0.9812865497076023,1.392944411949728,0.36442018429782475,0.1028428093645485,0.19649122807017544,False
BigDown&DeltaPos,short_term,570,0.19473684210526315,0.2719298245614035,0.7403508771929824,1.6205096920763895,0.22497162734577905,0.015050167224080268,0.19473684210526315,False
DeltaZ<#,LT_bull,1026,0.40350877192982454,0.19200779727095516,0.9600389863547758,1.1898979473445468,0.19292396759023828,0.169314381270903,0.19200779727095516,False
CumRSI#x#<#,LT_bull,2736,0.27485380116959063,0.16557017543859648,0.9495614035087719,1.2419267766930915,0.22812145084253058,0.08653846153846154,0.16557017543859648,False
LowSweep_prev_mvwap,LT_bull,342,0.14912280701754385,1.0,0.5877192982456141,1.1380308396418992,0.1216689188935117,0.09531772575250837,0.14912280701754385,False
#DownIntoFri,LT_bull,684,0.6096491228070176,0.14473684210526316,0.6622807017543859,0.9204301075268817,-0.055944820489487145,0.06270903010033445,0.14473684210526316,False
EMA#>#cross,LT_bull,342,0.14035087719298245,0.9736842105263158,0.9298245614035088,1.5989138247743786,0.3961573210853,0.056020066889632104,0.14035087719298245,False
TurnaroundMon,LT_bull,342,0.13450292397660818,0.6198830409356725,1.0,1.5074555074555074,0.5359600532952951,0.19272575250836121,0.13450292397660818,False
ATH_DD##&Down,short_term,1710,0.13333333333333333,0.724561403508772,0.6192982456140351,1.8897451499513371,0.4517053266994068,0.04180602006688963,0.13333333333333333,False
C<prevWeekVAL,LT_bull,342,0.543859649122807,0.1286549707602339,0.9912280701754386,1.4144700255811369,0.5628926743119934,0.22157190635451504,0.1286549707602339,False
EMA#>#cross,short_term,570,0.10350877192982456,0.9526315789473684,0.9298245614035088,1.8555528542051245,0.45084427163834784,0.05852842809364549,0.10350877192982456,False
LMT_Down#_#ATR,LT_bull,684,0.45760233918128657,0.09210526315789473,0.9912280701754386,1.4717362012241626,0.3385709442335383,0.07734113712374582,0.09210526315789473,False
C<prev_mvwap,LT_bull,342,0.29239766081871343,0.0847953216374269,1.0,1.3306680387944592,0.3605919855692207,0.20192307692307693,0.0847953216374269,False
DownDays>=#,LT_bull,1368,0.3333333333333333,0.0847953216374269,0.8464912280701754,1.099074669424953,0.08747075370751989,0.08737458193979933,0.0847953216374269,False
C<prev_wvwap,LT_bull,342,0.43859649122807015,0.07017543859649122,0.9912280701754386,1.2589794895474413,0.4279242921372642,0.3001672240802676,0.07017543859649122,False
Reclaim_mvwap,LT_bull,342,0.9912280701754386,0.043859649122807015,0.9912280701754386,1.447317384346567,0.4631087861313647,0.17474916387959866,0.043859649122807015,False
#Down&CD#pos,LT_bull,342,0.03508771929824561,0.6345029239766082,0.2543859649122807,0.43693370413564236,-0.2469024883666893,0.01588628762541806,0.03508771929824561,False
C<prevWeekPOC,LT_bull,342,0.5116959064327485,0.03508771929824561,1.0,1.270864825117771,0.48183041136666227,0.3377926421404682,0.03508771929824561,False
BigDown&DeltaPos,LT_bull,342,0.017543859649122806,0.783625730994152,0.8421052631578947,2.1023132767318815,0.4056817162334103,0.027591973244147156,0.017543859649122806,False
HolyGrail,LT_bull,342,0.0,0.2894736842105263,0.0,0.28005354752342315,-0.20922217823379052,0.0033444816053511705,0.0,False
HolyGrail,short_term,570,0.0,0.3333333333333333,0.0,0.28005354752342315,-0.19619576829151886,0.002508361204013378,0.0,False
